"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"74920","G17009708640022",170978640022,"64","6"
"74921","G17009708640023",170978640023,"67","6"
"74922","G17009708640024",170978640024,"59","6"
"74923","G17009708641051",170978641051,"26","2"
"74924","G17009708641052",170978641052,"26","2"
"74925","G17009708641053",170978641053,"23","2"
"74926","G17009708641061",170978641061,"35","3"
"74927","G17009708641062",170978641062,"46","4"
"74928","G17009708641063",170978641063,"35","3"
"74929","G17009708641071",170978641071,"39","3"
"74930","G17009708641072",170978641072,"22","2"
"74931","G17009708641081",170978641081,"42","4"
"74932","G17009708641082",170978641082,"53","5"
"74933","G17009708641083",170978641083,"36","3"
"74934","G17009708641091",170978641091,"25","2"
"74935","G17009708641092",170978641092,"15","1"
"74936","G17009708641101",170978641101,"52","5"
"74937","G17009708641102",170978641102,"61","6"
"74938","G17009708641103",170978641103,"78","8"
"74939","G17009708642031",170978642031,"53","5"
"74940","G17009708642032",170978642032,"39","3"
"74941","G17009708642041",170978642041,"58","5"
"74942","G17009708642042",170978642042,"55","5"
"74943","G17009708642043",170978642043,"24","2"
"74944","G17009708642061",170978642061,"70","7"
"74945","G17009708642062",170978642062,"61","6"
"74946","G17009708642071",170978642071,"41","3"
"74947","G17009708642072",170978642072,"34","3"
"74948","G17009708642073",170978642073,"29","2"
"74949","G17009708642081",170978642081,"51","5"
"74950","G17009708642082",170978642082,"50","4"
"74951","G17009708643031",170978643031,"13","1"
"74952","G17009708643032",170978643032,"15","1"
"74953","G17009708643033",170978643033,"12","1"
"74954","G17009708643051",170978643051,"18","1"
"74955","G17009708643052",170978643052,"39","3"
"74956","G17009708643053",170978643053,"29","2"
"74957","G17009708643061",170978643061,"11","1"
"74958","G17009708643062",170978643062,"12","1"
"74959","G17009708643071",170978643071,"9","1"
"74960","G17009708643081",170978643081,"15","1"
"74961","G17009708643082",170978643082,"16","1"
"74962","G17009708643083",170978643083,"16","1"
"74963","G17009708644021",170978644021,"9","1"
"74964","G17009708644022",170978644022,"23","2"
"74965","G17009708644023",170978644023,"19","1"
"74966","G17009708644031",170978644031,"6","1"
"74967","G17009708644032",170978644032,"7","1"
"74968","G17009708644033",170978644033,"11","1"
"74969","G17009708644071",170978644071,"9","1"
"74970","G17009708644072",170978644072,"10","1"
"74971","G17009708644081",170978644081,"35","3"
"74972","G17009708644082",170978644082,"31","2"
"74973","G17009708644083",170978644083,"34","3"
"74974","G17009708644091",170978644091,"38","3"
"74975","G17009708644092",170978644092,"41","3"
"74976","G17009708644093",170978644093,"22","2"
"74977","G17009708644101",170978644101,"20","1"
