"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"69853","G17003102828001",170312828001,"36","3"
"69854","G17003102831001",170312831001,"31","2"
"69855","G17003102831002",170312831002,"30","2"
"69856","G17003102832001",170312832001,"35","3"
"69857","G17003102838001",170312838001,"51","5"
"69858","G17003102838002",170312838002,"35","3"
"69859","G17003102909001",170312909001,"83","8"
"69860","G17003102909002",170312909002,"83","8"
"69861","G17003102909003",170312909003,"83","8"
"69862","G17003102909004",170312909004,"83","8"
"69863","G17003102912001",170312912001,"72","7"
"69864","G17003102912002",170312912002,"72","7"
"69865","G17003102916001",170312916001,"32","2"
"69866","G17003102922001",170312922001,"60","6"
"69867","G17003102922002",170312922002,"70","7"
"69868","G17003102922003",170312922003,"77","8"
"69869","G17003102924001",170312924001,"71","7"
"69870","G17003102924002",170312924002,"64","6"
"69871","G17003102925001",170312925001,"60","6"
"69872","G17003102925002",170312925002,"57","5"
"69873","G17003102925003",170312925003,"66","6"
"69874","G17003103005001",170313005001,"72","7"
"69875","G17003103005002",170313005002,"62","6"
"69876","G17003103006001",170313006001,"48","4"
"69877","G17003103006002",170313006002,"76","7"
"69878","G17003103007001",170313007001,"57","5"
"69879","G17003103007002",170313007002,"53","5"
"69880","G17003103007003",170313007003,"55","5"
"69881","G17003103008001",170313008001,"63","6"
"69882","G17003103008002",170313008002,"75","7"
"69883","G17003103009001",170313009001,"82","8"
"69884","G17003103009002",170313009002,"82","8"
"69885","G17003103009003",170313009003,"82","8"
"69886","G17003103011001",170313011001,"64","6"
"69887","G17003103011002",170313011002,"75","7"
"69888","G17003103012001",170313012001,"68","7"
"69889","G17003103012002",170313012002,"70","7"
"69890","G17003103012003",170313012003,"66","6"
"69891","G17003103016001",170313016001,"63","6"
"69892","G17003103016002",170313016002,"79","8"
"69893","G17003103017011",170313017011,"66","6"
"69894","G17003103017012",170313017012,"66","6"
"69895","G17003103017013",170313017013,"66","6"
"69896","G17003103017021",170313017021,"59","6"
"69897","G17003103017022",170313017022,"57","5"
"69898","G17003103017023",170313017023,"79","8"
"69899","G17003103018011",170313018011,"69","7"
"69900","G17003103018012",170313018012,"70","7"
"69901","G17003103018021",170313018021,"74","7"
"69902","G17003103018022",170313018022,"71","7"
"69903","G17003103018023",170313018023,"75","7"
"69904","G17003103018031",170313018031,"82","8"
"69905","G17003103018032",170313018032,"84","8"
"69906","G17003103018033",170313018033,"79","8"
"69907","G17003103102001",170313102001,"31","2"
"69908","G17003103102002",170313102002,"27","2"
"69909","G17003103103001",170313103001,"20","1"
"69910","G17003103104001",170313104001,"34","3"
"69911","G17003103105001",170313105001,"41","3"
"69912","G17003103106001",170313106001,"39","3"
"69913","G17003103106002",170313106002,"39","3"
"69914","G17003103106003",170313106003,"39","3"
"69915","G17003103107001",170313107001,"47","4"
"69916","G17003103108001",170313108001,"49","4"
"69917","G17003103108002",170313108002,"49","4"
"69918","G17003103108003",170313108003,"49","4"
"69919","G17003103109001",170313109001,"44","4"
"69920","G17003103109002",170313109002,"51","5"
"69921","G17003103109003",170313109003,"46","4"
"69922","G17003103201011",170313201011,"6","1"
"69923","G17003103201012",170313201012,"PH","PH"
"69924","G17003103201013",170313201013,"11","1"
"69925","G17003103201014",170313201014,"27","2"
"69926","G17003103201021",170313201021,"19","1"
"69927","G17003103201022",170313201022,"19","1"
"69928","G17003103204001",170313204001,"GQ","GQ"
"69929","G17003103206001",170313206001,"21","1"
"69930","G17003103206002",170313206002,"36","3"
"69931","G17003103301011",170313301011,"17","1"
"69932","G17003103301012",170313301012,"9","1"
"69933","G17003103301021",170313301021,"25","2"
"69934","G17003103301022",170313301022,"13","1"
"69935","G17003103301023",170313301023,"29","2"
"69936","G17003103301024",170313301024,"5","1"
"69937","G17003103301031",170313301031,"37","3"
"69938","G17003103301032",170313301032,"21","1"
"69939","G17003103301033",170313301033,"28","2"
"69940","G17003103302001",170313302001,"21","1"
"69941","G17003103302002",170313302002,"13","1"
"69942","G17003103403001",170313403001,"42","4"
"69943","G17003103404001",170313404001,"41","3"
"69944","G17003103405001",170313405001,"32","2"
"69945","G17003103406001",170313406001,"57","5"
"69946","G17003103501001",170313501001,"48","4"
"69947","G17003103501002",170313501002,"46","4"
"69948","G17003103504001",170313504001,"56","5"
"69949","G17003103510001",170313510001,"35","3"
"69950","G17003103510002",170313510002,"46","4"
"69951","G17003103510003",170313510003,"44","4"
"69952","G17003103511001",170313511001,"PH","PH"
"69953","G17003103511002",170313511002,"35","3"
"69954","G17003103514001",170313514001,"33","3"
"69955","G17003103515001",170313515001,"PH","PH"
"69956","G17003103515002",170313515002,"43","4"
"69957","G17003103602001",170313602001,"69","7"
"69958","G17003103801001",170313801001,"35","3"
"69959","G17003103802001",170313802001,"79","8"
"69960","G17003103806001",170313806001,"54","5"
"69961","G17003103806002",170313806002,"54","5"
"69962","G17003103806003",170313806003,"54","5"
"69963","G17003103806004",170313806004,"54","5"
"69964","G17003103812001",170313812001,"37","3"
"69965","G17003103812002",170313812002,"42","4"
"69966","G17003103814001",170313814001,"68","7"
"69967","G17003103815001",170313815001,"56","5"
"69968","G17003103817001",170313817001,"PH","PH"
"69969","G17003103818001",170313818001,"41","3"
"69970","G17003103818002",170313818002,"43","4"
"69971","G17003103819001",170313819001,"56","5"
"69972","G17003103819002",170313819002,"45","4"
"69973","G17003103901001",170313901001,"28","2"
"69974","G17003103902001",170313902001,"35","3"
"69975","G17003103902002",170313902002,"32","2"
"69976","G17003103903001",170313903001,"57","5"
"69977","G17003103903002",170313903002,"57","5"
"69978","G17003103904001",170313904001,"48","4"
"69979","G17003103904002",170313904002,"60","6"
"69980","G17003103905001",170313905001,"16","1"
"69981","G17003103906001",170313906001,"25","2"
"69982","G17003103906002",170313906002,"18","1"
"69983","G17003103907001",170313907001,"53","5"
"69984","G17003103907002",170313907002,"40","3"
"69985","G17003103907003",170313907003,"79","8"
"69986","G17003104003001",170314003001,"51","5"
"69987","G17003104004001",170314004001,"74","7"
"69988","G17003104004002",170314004002,"79","8"
"69989","G17003104005001",170314005001,"100","10"
"69990","G17003104005002",170314005002,"18","1"
"69991","G17003104008001",170314008001,"100","10"
"69992","G17003104008002",170314008002,"100","10"
"69993","G17003104101001",170314101001,"60","6"
"69994","G17003104101002",170314101002,"59","6"
"69995","G17003104102001",170314102001,"53","5"
"69996","G17003104105001",170314105001,"36","3"
"69997","G17003104105002",170314105002,"63","6"
"69998","G17003104106001",170314106001,"43","4"
"69999","G17003104106002",170314106002,"45","4"
"70000","G17003104107001",170314107001,"49","4"
"70001","G17003104108001",170314108001,"33","3"
"70002","G17003104108002",170314108002,"74","7"
"70003","G17003104109001",170314109001,"38","3"
"70004","G17003104109002",170314109002,"61","6"
"70005","G17003104109003",170314109003,"36","3"
"70006","G17003104110001",170314110001,"79","8"
"70007","G17003104110002",170314110002,"67","6"
"70008","G17003104110003",170314110003,"57","5"
"70009","G17003104111001",170314111001,"18","1"
"70010","G17003104111002",170314111002,"17","1"
"70011","G17003104112001",170314112001,"10","1"
"70012","G17003104112002",170314112002,"22","2"
"70013","G17003104201001",170314201001,"43","4"
"70014","G17003104202001",170314202001,"46","4"
"70015","G17003104203001",170314203001,"GQ","GQ"
"70016","G17003104204001",170314204001,"68","7"
"70017","G17003104205001",170314205001,"43","4"
"70018","G17003104205002",170314205002,"86","9"
"70019","G17003104206001",170314206001,"82","8"
"70020","G17003104206002",170314206002,"59","6"
"70021","G17003104207001",170314207001,"85","9"
"70022","G17003104207002",170314207002,"85","9"
"70023","G17003104207003",170314207003,"85","9"
"70024","G17003104207004",170314207004,"85","9"
"70025","G17003104207005",170314207005,"85","9"
"70026","G17003104208001",170314208001,"55","5"
"70027","G17003104208002",170314208002,"57","5"
"70028","G17003104212001",170314212001,"54","5"
"70029","G17003104212002",170314212002,"72","7"
"70030","G17003104301011",170314301011,"86","9"
"70031","G17003104301012",170314301012,"86","9"
"70032","G17003104301013",170314301013,"86","9"
"70033","G17003104301014",170314301014,"86","9"
"70034","G17003104301021",170314301021,"78","8"
"70035","G17003104301022",170314301022,"77","8"
"70036","G17003104301023",170314301023,"89","9"
"70037","G17003104302001",170314302001,"25","2"
"70038","G17003104302002",170314302002,"25","2"
"70039","G17003104302003",170314302003,"25","2"
"70040","G17003104302004",170314302004,"25","2"
"70041","G17003104302005",170314302005,"25","2"
"70042","G17003104303001",170314303001,"65","6"
"70043","G17003104303002",170314303002,"78","8"
"70044","G17003104303003",170314303003,"44","4"
"70045","G17003104304001",170314304001,"74","7"
"70046","G17003104304002",170314304002,"72","7"
"70047","G17003104304003",170314304003,"57","5"
"70048","G17003104304004",170314304004,"79","8"
"70049","G17003104305001",170314305001,"59","6"
"70050","G17003104305002",170314305002,"59","6"
"70051","G17003104305003",170314305003,"59","6"
"70052","G17003104306001",170314306001,"45","4"
"70053","G17003104306002",170314306002,"51","5"
"70054","G17003104307001",170314307001,"95","10"
"70055","G17003104307002",170314307002,"72","7"
"70056","G17003104308001",170314308001,"59","6"
"70057","G17003104308002",170314308002,"60","6"
"70058","G17003104309001",170314309001,"78","8"
"70059","G17003104309002",170314309002,"75","7"
"70060","G17003104312001",170314312001,"61","6"
"70061","G17003104312002",170314312002,"58","5"
"70062","G17003104313011",170314313011,"86","9"
"70063","G17003104313012",170314313012,"84","8"
"70064","G17003104313013",170314313013,"88","9"
"70065","G17003104313021",170314313021,"73","7"
"70066","G17003104313022",170314313022,"72","7"
"70067","G17003104313023",170314313023,"68","7"
"70068","G17003104314001",170314314001,"98","10"
"70069","G17003104314002",170314314002,"99","10"
"70070","G17003104314003",170314314003,"99","10"
"70071","G17003104314004",170314314004,"99","10"
"70072","G17003104401011",170314401011,"93","10"
"70073","G17003104401012",170314401012,"93","10"
"70074","G17003104401013",170314401013,"93","10"
"70075","G17003104401014",170314401014,"93","10"
"70076","G17003104401021",170314401021,"72","7"
"70077","G17003104401022",170314401022,"72","7"
"70078","G17003104401023",170314401023,"72","7"
"70079","G17003104401024",170314401024,"72","7"
"70080","G17003104402011",170314402011,"60","6"
"70081","G17003104402012",170314402012,"60","6"
"70082","G17003104402013",170314402013,"60","6"
"70083","G17003104402014",170314402014,"60","6"
"70084","G17003104402021",170314402021,"58","5"
"70085","G17003104402022",170314402022,"63","6"
"70086","G17003104402023",170314402023,"66","6"
"70087","G17003104403001",170314403001,"71","7"
"70088","G17003104403002",170314403002,"72","7"
"70089","G17003104403003",170314403003,"68","7"
"70090","G17003104403004",170314403004,"63","6"
"70091","G17003104403005",170314403005,"66","6"
"70092","G17003104406001",170314406001,"70","7"
"70093","G17003104406002",170314406002,"68","7"
"70094","G17003104407001",170314407001,"80","8"
"70095","G17003104407002",170314407002,"64","6"
"70096","G17003104408001",170314408001,"84","8"
"70097","G17003104408002",170314408002,"88","9"
"70098","G17003104409001",170314409001,"74","7"
"70099","G17003104409002",170314409002,"61","6"
"70100","G17003104409003",170314409003,"70","7"
"70101","G17003104503001",170314503001,"74","7"
"70102","G17003104503002",170314503002,"74","7"
"70103","G17003104503003",170314503003,"74","7"
"70104","G17003104503004",170314503004,"74","7"
"70105","G17003104601001",170314601001,"87","9"
"70106","G17003104601002",170314601002,"85","9"
"70107","G17003104601003",170314601003,"88","9"
"70108","G17003104601004",170314601004,"87","9"
"70109","G17003104602001",170314602001,"96","10"
"70110","G17003104602002",170314602002,"95","10"
"70111","G17003104603011",170314603011,"90","9"
"70112","G17003104603012",170314603012,"91","9"
"70113","G17003104603013",170314603013,"90","9"
"70114","G17003104603021",170314603021,"77","8"
"70115","G17003104603022",170314603022,"77","8"
"70116","G17003104603023",170314603023,"77","8"
"70117","G17003104603024",170314603024,"77","8"
"70118","G17003104604001",170314604001,"60","6"
"70119","G17003104604002",170314604002,"59","6"
"70120","G17003104604003",170314604003,"60","6"
"70121","G17003104604004",170314604004,"68","7"
"70122","G17003104605001",170314605001,"63","6"
"70123","G17003104605002",170314605002,"63","6"
"70124","G17003104605003",170314605003,"63","6"
"70125","G17003104605004",170314605004,"62","6"
"70126","G17003104605005",170314605005,"63","6"
"70127","G17003104605006",170314605006,"62","6"
"70128","G17003104605007",170314605007,"63","6"
"70129","G17003104608001",170314608001,"77","8"
"70130","G17003104608002",170314608002,"76","7"
"70131","G17003104608003",170314608003,"77","8"
"70132","G17003104608004",170314608004,"76","7"
"70133","G17003104610001",170314610001,"75","7"
"70134","G17003104701001",170314701001,"81","8"
"70135","G17003104701002",170314701002,"83","8"
"70136","G17003104801001",170314801001,"65","6"
"70137","G17003104801002",170314801002,"57","5"
"70138","G17003104802001",170314802001,"74","7"
"70139","G17003104802002",170314802002,"61","6"
"70140","G17003104803001",170314803001,"68","7"
"70141","G17003104804001",170314804001,"62","6"
"70142","G17003104804002",170314804002,"66","6"
"70143","G17003104804003",170314804003,"65","6"
"70144","G17003104804004",170314804004,"36","3"
"70145","G17003104804005",170314804005,"66","6"
"70146","G17003104804006",170314804006,"52","5"
"70147","G17003104804007",170314804007,"65","6"
"70148","G17003104805001",170314805001,"76","7"
"70149","G17003104805002",170314805002,"75","7"
"70150","G17003104805003",170314805003,"67","6"
"70151","G17003104902001",170314902001,"83","8"
"70152","G17003104902002",170314902002,"68","7"
"70153","G17003104902003",170314902003,"71","7"
"70154","G17003104905001",170314905001,"64","6"
"70155","G17003104905002",170314905002,"63","6"
"70156","G17003104906001",170314906001,"73","7"
"70157","G17003104907001",170314907001,"80","8"
"70158","G17003104907002",170314907002,"81","8"
"70159","G17003104907003",170314907003,"83","8"
"70160","G17003104908001",170314908001,"75","7"
"70161","G17003104908002",170314908002,"75","7"
"70162","G17003104908003",170314908003,"75","7"
"70163","G17003104908004",170314908004,"75","7"
"70164","G17003104908005",170314908005,"75","7"
"70165","G17003104909011",170314909011,"86","9"
"70166","G17003104909012",170314909012,"86","9"
"70167","G17003104909013",170314909013,"86","9"
"70168","G17003104909021",170314909021,"66","6"
"70169","G17003104909022",170314909022,"78","8"
"70170","G17003104909023",170314909023,"73","7"
"70171","G17003104909024",170314909024,"67","6"
"70172","G17003104910001",170314910001,"97","10"
"70173","G17003104910002",170314910002,"99","10"
"70174","G17003104910003",170314910003,"97","10"
"70175","G17003104910004",170314910004,"97","10"
"70176","G17003104911001",170314911001,"65","6"
"70177","G17003104911002",170314911002,"70","7"
"70178","G17003104911003",170314911003,"60","6"
"70179","G17003104911004",170314911004,"63","6"
"70180","G17003104911005",170314911005,"66","6"
"70181","G17003104912001",170314912001,"86","9"
"70182","G17003104912002",170314912002,"79","8"
"70183","G17003104912003",170314912003,"82","8"
"70184","G17003104913001",170314913001,"93","10"
"70185","G17003104913002",170314913002,"92","9"
"70186","G17003104913003",170314913003,"93","10"
"70187","G17003104913004",170314913004,"94","10"
"70188","G17003104914001",170314914001,"73","7"
"70189","G17003104914002",170314914002,"72","7"
"70190","G17003104914003",170314914003,"70","7"
"70191","G17003105001001",170315001001,"66","6"
"70192","G17003105001002",170315001002,"74","7"
"70193","G17003105001003",170315001003,"63","6"
"70194","G17003105001004",170315001004,"75","7"
"70195","G17003105002001",170315002001,"78","8"
"70196","G17003105002002",170315002002,"92","9"
"70197","G17003105003001",170315003001,"68","7"
"70198","G17003105003002",170315003002,"68","7"
"70199","G17003105101001",170315101001,"81","8"
"70200","G17003105101002",170315101002,"85","9"
"70201","G17003105102001",170315102001,"81","8"
"70202","G17003105102002",170315102002,"81","8"
"70203","G17003105102003",170315102003,"81","8"
"70204","G17003105103001",170315103001,"92","9"
"70205","G17003105103002",170315103002,"90","9"
"70206","G17003105103003",170315103003,"96","10"
"70207","G17003105103004",170315103004,"89","9"
"70208","G17003105201001",170315201001,"83","8"
"70209","G17003105202001",170315202001,"87","9"
"70210","G17003105202002",170315202002,"79","8"
"70211","G17003105202003",170315202003,"89","9"
"70212","G17003105203001",170315203001,"80","8"
"70213","G17003105203002",170315203002,"78","8"
"70214","G17003105203003",170315203003,"80","8"
"70215","G17003105203004",170315203004,"88","9"
"70216","G17003105204001",170315204001,"78","8"
"70217","G17003105204002",170315204002,"76","7"
"70218","G17003105204003",170315204003,"80","8"
"70219","G17003105204004",170315204004,"81","8"
"70220","G17003105205001",170315205001,"63","6"
"70221","G17003105205002",170315205002,"63","6"
"70222","G17003105205003",170315205003,"72","7"
"70223","G17003105206001",170315206001,"62","6"
"70224","G17003105301001",170315301001,"92","9"
"70225","G17003105301002",170315301002,"95","10"
"70226","G17003105302001",170315302001,"86","9"
"70227","G17003105302002",170315302002,"86","9"
"70228","G17003105302003",170315302003,"86","9"
"70229","G17003105302004",170315302004,"86","9"
"70230","G17003105302005",170315302005,"86","9"
"70231","G17003105303001",170315303001,"83","8"
"70232","G17003105303002",170315303002,"84","8"
"70233","G17003105303003",170315303003,"82","8"
"70234","G17003105303004",170315303004,"82","8"
"70235","G17003105304001",170315304001,"78","8"
"70236","G17003105304002",170315304002,"62","6"
"70237","G17003105305011",170315305011,"86","9"
"70238","G17003105305012",170315305012,"86","9"
"70239","G17003105305013",170315305013,"78","8"
"70240","G17003105305014",170315305014,"84","8"
"70241","G17003105305021",170315305021,"73","7"
"70242","G17003105305031",170315305031,"84","8"
"70243","G17003105305032",170315305032,"85","9"
"70244","G17003105305033",170315305033,"85","9"
"70245","G17003105306001",170315306001,"89","9"
"70246","G17003105306002",170315306002,"81","8"
"70247","G17003105306003",170315306003,"90","9"
"70248","G17003105401011",170315401011,"94","10"
"70249","G17003105401012",170315401012,"95","10"
"70250","G17003105401021",170315401021,"93","10"
"70251","G17003105401022",170315401022,"93","10"
"70252","G17003105401023",170315401023,"93","10"
"70253","G17003105501001",170315501001,"62","6"
"70254","G17003105501002",170315501002,"62","6"
"70255","G17003105501003",170315501003,"62","6"
"70256","G17003105501004",170315501004,"62","6"
"70257","G17003105501005",170315501005,"62","6"
"70258","G17003105501006",170315501006,"62","6"
"70259","G17003105502001",170315502001,"66","6"
"70260","G17003105502002",170315502002,"72","7"
"70261","G17003105601001",170315601001,"54","5"
"70262","G17003105602001",170315602001,"59","6"
"70263","G17003105602002",170315602002,"57","5"
"70264","G17003105603001",170315603001,"61","6"
"70265","G17003105603002",170315603002,"57","5"
"70266","G17003105604001",170315604001,"54","5"
"70267","G17003105607001",170315607001,"45","4"
"70268","G17003105607002",170315607002,"49","4"
"70269","G17003105608001",170315608001,"42","4"
"70270","G17003105608002",170315608002,"44","4"
"70271","G17003105608003",170315608003,"49","4"
"70272","G17003105608004",170315608004,"35","3"
"70273","G17003105608005",170315608005,"40","3"
"70274","G17003105609001",170315609001,"42","4"
"70275","G17003105609002",170315609002,"36","3"
"70276","G17003105609003",170315609003,"39","3"
"70277","G17003105609004",170315609004,"40","3"
"70278","G17003105609005",170315609005,"28","2"
"70279","G17003105609006",170315609006,"31","2"
"70280","G17003105610001",170315610001,"39","3"
"70281","G17003105610002",170315610002,"40","3"
"70282","G17003105610003",170315610003,"39","3"
"70283","G17003105610004",170315610004,"39","3"
"70284","G17003105610005",170315610005,"38","3"
"70285","G17003105610006",170315610006,"40","3"
"70286","G17003105611001",170315611001,"42","4"
"70287","G17003105611002",170315611002,"45","4"
"70288","G17003105611003",170315611003,"43","4"
"70289","G17003105611004",170315611004,"41","3"
"70290","G17003105611005",170315611005,"41","3"
"70291","G17003105611006",170315611006,"48","4"
"70292","G17003105701001",170315701001,"63","6"
"70293","G17003105702001",170315702001,"50","4"
"70294","G17003105703001",170315703001,"58","5"
"70295","G17003105703002",170315703002,"69","7"
"70296","G17003105703003",170315703003,"64","6"
"70297","G17003105703004",170315703004,"57","5"
"70298","G17003105704001",170315704001,"59","6"
"70299","G17003105704002",170315704002,"52","5"
"70300","G17003105705001",170315705001,"48","4"
"70301","G17003105705002",170315705002,"55","5"
"70302","G17003105801001",170315801001,"41","3"
"70303","G17003105801002",170315801002,"43","4"
"70304","G17003105802001",170315802001,"53","5"
"70305","G17003105802002",170315802002,"63","6"
"70306","G17003105803001",170315803001,"65","6"
"70307","G17003105804001",170315804001,"59","6"
"70308","G17003105804002",170315804002,"59","6"
"70309","G17003105804003",170315804003,"70","7"
"70310","G17003105804004",170315804004,"57","5"
"70311","G17003105805011",170315805011,"65","6"
"70312","G17003105805012",170315805012,"65","6"
"70313","G17003105805013",170315805013,"65","6"
"70314","G17003105805014",170315805014,"65","6"
"70315","G17003105805021",170315805021,"70","7"
"70316","G17003105805022",170315805022,"70","7"
"70317","G17003105805023",170315805023,"71","7"
"70318","G17003105806001",170315806001,"59","6"
"70319","G17003105806002",170315806002,"64","6"
"70320","G17003105806003",170315806003,"67","6"
"70321","G17003105806004",170315806004,"62","6"
"70322","G17003105807001",170315807001,"70","7"
"70323","G17003105807002",170315807002,"62","6"
"70324","G17003105807003",170315807003,"50","4"
"70325","G17003105808001",170315808001,"59","6"
"70326","G17003105905001",170315905001,"44","4"
"70327","G17003105906001",170315906001,"56","5"
"70328","G17003105906002",170315906002,"65","6"
"70329","G17003105906003",170315906003,"62","6"
"70330","G17003105907001",170315907001,"39","3"
"70331","G17003105907002",170315907002,"55","5"
"70332","G17003106004001",170316004001,"37","3"
"70333","G17003106004002",170316004002,"29","2"
"70334","G17003106004003",170316004003,"44","4"
"70335","G17003106006001",170316006001,"37","3"
"70336","G17003106006002",170316006002,"38","3"
"70337","G17003106007001",170316007001,"29","2"
"70338","G17003106007002",170316007002,"46","4"
"70339","G17003106009001",170316009001,"37","3"
"70340","G17003106009002",170316009002,"36","3"
"70341","G17003106009003",170316009003,"42","4"
"70342","G17003106009004",170316009004,"37","3"
"70343","G17003106103001",170316103001,"76","7"
"70344","G17003106103002",170316103002,"75","7"
"70345","G17003106103003",170316103003,"67","6"
"70346","G17003106104001",170316104001,"91","9"
"70347","G17003106108001",170316108001,"44","4"
"70348","G17003106112001",170316112001,"82","8"
"70349","G17003106112002",170316112002,"81","8"
"70350","G17003106113001",170316113001,"73","7"
"70351","G17003106113002",170316113002,"76","7"
"70352","G17003106113003",170316113003,"79","8"
"70353","G17003106114001",170316114001,"91","9"
"70354","G17003106114002",170316114002,"91","9"
"70355","G17003106114003",170316114003,"91","9"
"70356","G17003106115001",170316115001,"74","7"
"70357","G17003106115002",170316115002,"74","7"
"70358","G17003106116001",170316116001,"70","7"
"70359","G17003106116002",170316116002,"70","7"
"70360","G17003106117001",170316117001,"95","10"
"70361","G17003106117002",170316117002,"95","10"
"70362","G17003106117003",170316117003,"95","10"
"70363","G17003106118001",170316118001,"44","4"
"70364","G17003106118002",170316118002,"44","4"
"70365","G17003106119001",170316119001,"96","10"
"70366","G17003106119002",170316119002,"95","10"
"70367","G17003106120001",170316120001,"78","8"
"70368","G17003106120002",170316120002,"87","9"
"70369","G17003106121001",170316121001,"86","9"
"70370","G17003106122001",170316122001,"78","8"
"70371","G17003106122002",170316122002,"78","8"
"70372","G17003106122003",170316122003,"79","8"
"70373","G17003106201001",170316201001,"59","6"
"70374","G17003106201002",170316201002,"55","5"
"70375","G17003106201003",170316201003,"49","4"
"70376","G17003106202001",170316202001,"55","5"
"70377","G17003106202002",170316202002,"56","5"
"70378","G17003106203001",170316203001,"48","4"
"70379","G17003106203002",170316203002,"41","3"
"70380","G17003106203003",170316203003,"59","6"
"70381","G17003106203004",170316203004,"60","6"
"70382","G17003106203005",170316203005,"42","4"
"70383","G17003106203006",170316203006,"67","6"
"70384","G17003106204001",170316204001,"63","6"
"70385","G17003106204002",170316204002,"65","6"
"70386","G17003106204003",170316204003,"57","5"
"70387","G17003106204004",170316204004,"66","6"
"70388","G17003106303001",170316303001,"63","6"
"70389","G17003106303002",170316303002,"63","6"
"70390","G17003106304001",170316304001,"70","7"
"70391","G17003106304002",170316304002,"69","7"
"70392","G17003106304003",170316304003,"72","7"
"70393","G17003106304004",170316304004,"68","7"
"70394","G17003106305001",170316305001,"65","6"
"70395","G17003106305002",170316305002,"64","6"
"70396","G17003106305003",170316305003,"66","6"
"70397","G17003106305004",170316305004,"66","6"
"70398","G17003106306001",170316306001,"61","6"
"70399","G17003106306002",170316306002,"88","9"
"70400","G17003106308001",170316308001,"59","6"
"70401","G17003106308002",170316308002,"51","5"
"70402","G17003106308003",170316308003,"59","6"
"70403","G17003106308004",170316308004,"60","6"
"70404","G17003106309001",170316309001,"71","7"
"70405","G17003106309002",170316309002,"68","7"
"70406","G17003106309003",170316309003,"62","6"
"70407","G17003106401001",170316401001,"52","5"
"70408","G17003106403001",170316403001,"50","4"
"70409","G17003106403002",170316403002,"47","4"
"70410","G17003106403003",170316403003,"53","5"
"70411","G17003106403004",170316403004,"40","3"
"70412","G17003106403005",170316403005,"53","5"
"70413","G17003106403006",170316403006,"34","3"
"70414","G17003106404001",170316404001,"42","4"
"70415","G17003106404002",170316404002,"46","4"
"70416","G17003106405001",170316405001,"45","4"
"70417","G17003106405002",170316405002,"44","4"
"70418","G17003106406001",170316406001,"41","3"
"70419","G17003106406002",170316406002,"45","4"
"70420","G17003106406003",170316406003,"51","5"
"70421","G17003106407001",170316407001,"50","4"
"70422","G17003106407002",170316407002,"59","6"
"70423","G17003106407003",170316407003,"62","6"
"70424","G17003106407004",170316407004,"57","5"
"70425","G17003106408001",170316408001,"65","6"
"70426","G17003106408002",170316408002,"65","6"
"70427","G17003106501001",170316501001,"59","6"
"70428","G17003106501002",170316501002,"60","6"
"70429","G17003106501003",170316501003,"61","6"
"70430","G17003106501004",170316501004,"61","6"
"70431","G17003106502001",170316502001,"50","4"
"70432","G17003106502002",170316502002,"47","4"
"70433","G17003106502003",170316502003,"44","4"
"70434","G17003106502004",170316502004,"46","4"
"70435","G17003106502005",170316502005,"47","4"
"70436","G17003106502006",170316502006,"49","4"
"70437","G17003106503011",170316503011,"52","5"
"70438","G17003106503012",170316503012,"52","5"
"70439","G17003106503013",170316503013,"51","5"
"70440","G17003106503014",170316503014,"57","5"
"70441","G17003106503021",170316503021,"55","5"
"70442","G17003106503022",170316503022,"65","6"
"70443","G17003106504001",170316504001,"52","5"
"70444","G17003106504002",170316504002,"58","5"
"70445","G17003106504003",170316504003,"48","4"
"70446","G17003106504004",170316504004,"52","5"
"70447","G17003106504005",170316504005,"60","6"
"70448","G17003106505001",170316505001,"52","5"
"70449","G17003106505002",170316505002,"51","5"
"70450","G17003106505003",170316505003,"77","8"
"70451","G17003106603011",170316603011,"86","9"
"70452","G17003106603021",170316603021,"71","7"
"70453","G17003106603022",170316603022,"71","7"
"70454","G17003106603023",170316603023,"70","7"
"70455","G17003106603024",170316603024,"63","6"
"70456","G17003106604001",170316604001,"61","6"
"70457","G17003106604002",170316604002,"68","7"
"70458","G17003106604003",170316604003,"65","6"
"70459","G17003106604004",170316604004,"55","5"
"70460","G17003106605001",170316605001,"68","7"
"70461","G17003106605002",170316605002,"69","7"
"70462","G17003106605003",170316605003,"66","6"
"70463","G17003106605004",170316605004,"62","6"
"70464","G17003106606001",170316606001,"72","7"
"70465","G17003106606002",170316606002,"72","7"
"70466","G17003106606003",170316606003,"71","7"
"70467","G17003106606004",170316606004,"73","7"
"70468","G17003106606005",170316606005,"71","7"
"70469","G17003106607001",170316607001,"90","9"
"70470","G17003106607002",170316607002,"86","9"
"70471","G17003106608001",170316608001,"72","7"
"70472","G17003106608002",170316608002,"72","7"
"70473","G17003106608003",170316608003,"72","7"
"70474","G17003106608004",170316608004,"72","7"
"70475","G17003106608005",170316608005,"71","7"
"70476","G17003106609001",170316609001,"69","7"
"70477","G17003106609002",170316609002,"58","5"
"70478","G17003106609003",170316609003,"57","5"
"70479","G17003106610001",170316610001,"68","7"
"70480","G17003106610002",170316610002,"68","7"
"70481","G17003106610003",170316610003,"68","7"
"70482","G17003106610004",170316610004,"68","7"
"70483","G17003106610005",170316610005,"68","7"
"70484","G17003106611001",170316611001,"55","5"
"70485","G17003106611002",170316611002,"57","5"
"70486","G17003106611003",170316611003,"55","5"
